date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-02-28 22:46:16,IbaiLlanos,G2Reven,4,5,331,"este juego es absolutamente extremo a ver cuánto duramos entrad hostia",,,,1233523844423593990,https://twitter.com/IbaiLlanos/status/1233523844423593990
2020-02-28 22:40:06,IbaiLlanos,CarlosR,4,15,819,"ME CAGO EN MI VIDA ERES DIOS",,,,1233522290010263558,https://twitter.com/IbaiLlanos/status/1233522290010263558
2020-02-28 21:36:16,IbaiLlanos,zekeice_,0,2,11,"<3333",,,,1233506224546762753,https://twitter.com/IbaiLlanos/status/1233506224546762753
2020-02-28 21:35:23,IbaiLlanos,,38,1065,8373,"pic.twitter.com/ugs1xWSN9k",,,,1233506005683752964,https://twitter.com/IbaiLlanos/status/1233506005683752964
2020-02-28 21:04:26,IbaiLlanos,marcvirgili13,1,2,24,"Gym de 75 euros al mes no? putos pijos que asco me dais",,,,1233498216311771137,https://twitter.com/IbaiLlanos/status/1233498216311771137
2020-02-28 17:55:27,IbaiLlanos,Mike______Azuki,0,4,166,"11/10",,,,1233450656129785856,https://twitter.com/IbaiLlanos/status/1233450656129785856
2020-02-28 17:17:31,IbaiLlanos,palomitahater,47,60,2064,"Reacción en directo a las canciones???",,,,1233441110149750786,https://twitter.com/IbaiLlanos/status/1233441110149750786
2020-02-28 17:11:19,IbaiLlanos,,179,17295,64245,"Esta madrugada 20 canciones nuevas de bad bunnypic.twitter.com/04asPKLqZl",,,,1233439551760355328,https://twitter.com/IbaiLlanos/status/1233439551760355328
2020-02-28 16:38:01,IbaiLlanos,IamDiamondLoL,1,1,29,"Muchísimas gracias Diamond!!",,,,1233431170228084736,https://twitter.com/IbaiLlanos/status/1233431170228084736
2020-02-28 16:16:07,IbaiLlanos,,123,3183,18093,"pic.twitter.com/ENQeYdqVPX",,,,1233425658002452480,https://twitter.com/IbaiLlanos/status/1233425658002452480
2020-02-28 15:42:51,IbaiLlanos,pedroample,1,0,27,"Eres muy grande Pedro tú y todo el equipo sois la hostia",,,,1233417287253856257,https://twitter.com/IbaiLlanos/status/1233417287253856257
2020-02-28 15:12:17,IbaiLlanos,batrosh,1,0,2,"EL DOMINGO",,,,1233409595265241089,https://twitter.com/IbaiLlanos/status/1233409595265241089
2020-02-28 13:37:42,IbaiLlanos,_jorgisimo,5,0,74,"no vayas a hacer daño",,,,1233385791633739777,https://twitter.com/IbaiLlanos/status/1233385791633739777
2020-02-28 13:29:58,IbaiLlanos,danielrandiz,15,7,333,"Vivo en Catalunya desde hace cuatro años, soy del Barça y hablo catalán. Lo llevo en la sangre. ¿Qué mas quieres?",,,,1233383844193210370,https://twitter.com/IbaiLlanos/status/1233383844193210370
2020-02-28 13:20:37,IbaiLlanos,,409,7433,35016,"Feliz día de Andalucía a todos los andaluces que me seguís por aquí, sois gente maravillosa y cada vez que he ido por allí solo me apetece quedarme a vivir. Si no te gusta Andalucía eres gilipollas.",,,,1233381492295979009,https://twitter.com/IbaiLlanos/status/1233381492295979009
2020-02-28 05:52:11,IbaiLlanos,,157,1206,9389,"pic.twitter.com/8gRdSlT4Ej",,,,1233268639773708288,https://twitter.com/IbaiLlanos/status/1233268639773708288
2020-02-28 03:29:08,IbaiLlanos,albertopoty003,1,0,44,"Muchísimas gracias amigo, se agradece el comentario",,,,1233232639223574529,https://twitter.com/IbaiLlanos/status/1233232639223574529
2020-02-28 01:58:29,IbaiLlanos,_AkaNe_111,1,3,47,"Sois impresionantes sinceramente, es el mejor y será el vídeo más especial que me han hecho nunca",,,,1233209828970987525,https://twitter.com/IbaiLlanos/status/1233209828970987525
2020-02-28 00:36:33,IbaiLlanos,G2BarbeQ,4,5,484,"Guapo",,,,1233189208740769793,https://twitter.com/IbaiLlanos/status/1233189208740769793
2020-02-27 22:24:03,IbaiLlanos,Berenjeno_,1,0,191,"Pf vaya días lo de las entradas en Bilbao ajsjssjs",,,,1233155861868138503,https://twitter.com/IbaiLlanos/status/1233155861868138503
2020-02-27 22:13:26,IbaiLlanos,,62,810,9060,"Estas palabras por parte de mi abuelo me han hecho llorar. Muy emocionante y emotivo todo.pic.twitter.com/0iig1xg0OC",,,,1233153191560327169,https://twitter.com/IbaiLlanos/status/1233153191560327169
2020-02-27 22:05:45,IbaiLlanos,Jon_Landini,3,1,30,"cuál es jon",,,,1233151256891469826,https://twitter.com/IbaiLlanos/status/1233151256891469826
2020-02-27 21:50:25,IbaiLlanos,CafeDeRick,1,0,10,"Eres grande Javi <333",,,,1233147400325345281,https://twitter.com/IbaiLlanos/status/1233147400325345281
2020-02-27 20:17:39,IbaiLlanos,,188,1357,6760,"Ya ha salido mi “documental”, un vídeo realmente especial donde colaboran muchísimas personas, sale hasta mi abuelo en el pueblo. Voy a llorar viéndolo. #DominosOriginalsIbai @DominosGaminghttps://youtu.be/7jWH1GHAgmg",,@DominosGaminghttps,#DominosOriginalsIbai,1233124055433318401,https://twitter.com/IbaiLlanos/status/1233124055433318401
2020-02-27 18:04:03,IbaiLlanos,,184,229,1505,"LIGA DE HIERROS PROFESIONAL LAS AVENTURAS DE DAVIDRABOLOKO ENTREN http://Twitch.tv/ibai pic.twitter.com/gj58wsgMMz",,,,1233090434299244544,https://twitter.com/IbaiLlanos/status/1233090434299244544
2020-02-27 15:32:47,IbaiLlanos,,156,5514,46228,"Esta historia puede tener un final muy bonito si acaba asípic.twitter.com/caSVnshuBO",,,,1233052363872755714,https://twitter.com/IbaiLlanos/status/1233052363872755714
2020-02-27 13:36:06,IbaiLlanos,,105,2760,12209,"Si solo pudiera ver un vídeo en todo lo que me queda de vida tengo bastante claro que sería este. Una obra de arte sin precedentes.pic.twitter.com/GNZV6pnSrA",,,,1233023001882324992,https://twitter.com/IbaiLlanos/status/1233023001882324992
2020-02-27 13:29:42,IbaiLlanos,raulschalke7,1,1,96,"Sí",,,,1233021392171536385,https://twitter.com/IbaiLlanos/status/1233021392171536385
2020-02-27 12:38:22,IbaiLlanos,Nancla3,0,2,122,"jahajahsdbshsbdbd",,,,1233008470602981377,https://twitter.com/IbaiLlanos/status/1233008470602981377
2020-02-27 12:37:58,IbaiLlanos,ArnauVidal_,1,0,72,"entre esto y lo del alcohol en NA menuda desgracia tienes encima broder",,,,1233008371579662339,https://twitter.com/IbaiLlanos/status/1233008371579662339
2020-02-27 12:08:43,IbaiLlanos,raulgarduki,3,0,181,"eres el mejor",,,,1233001009301028864,https://twitter.com/IbaiLlanos/status/1233001009301028864
2020-02-27 11:47:18,IbaiLlanos,G2Reven,6,14,893,"Vale ahora deja de salir desnudo a tomar el sol todos los días",,,,1232995618823561217,https://twitter.com/IbaiLlanos/status/1232995618823561217
2020-02-27 11:46:43,IbaiLlanos,SickleIncognito,3,8,50,"gracias adolf por crear el league of legends",,,,1232995473847439360,https://twitter.com/IbaiLlanos/status/1232995473847439360
2020-02-27 01:03:55,IbaiLlanos,aitoranime,0,4,449,"Jssjsjsjsjd",,,,1232833706890551296,https://twitter.com/IbaiLlanos/status/1232833706890551296
2020-02-26 22:46:29,IbaiLlanos,itsdeeperinside,1,0,8,"al real madrid club de fútbol",,,,1232799123486756864,https://twitter.com/IbaiLlanos/status/1232799123486756864
2020-02-26 22:45:00,IbaiLlanos,itsdeeperinside,1,0,3,"",,,,1232798749396799491,https://twitter.com/IbaiLlanos/status/1232798749396799491
2020-02-26 22:42:42,IbaiLlanos,itsdeeperinside,3,1,96,"no me vaciles hoy hostia",,,,1232798170947690497,https://twitter.com/IbaiLlanos/status/1232798170947690497
2020-02-26 22:33:23,IbaiLlanos,,360,11697,32620,"pic.twitter.com/asABI0Ngbk",,,,1232795825283174403,https://twitter.com/IbaiLlanos/status/1232795825283174403
2020-02-26 22:16:26,IbaiLlanos,mangelrogel,12,39,3129,"te llamaré de madrugada para jugar a algo dame wasap",,,,1232791560519024643,https://twitter.com/IbaiLlanos/status/1232791560519024643
2020-02-26 21:54:58,IbaiLlanos,,205,1365,14806,"A la cama a pajearme durante cinco horas y a olvidar esto",,,,1232786155696947207,https://twitter.com/IbaiLlanos/status/1232786155696947207
2020-02-26 21:42:53,IbaiLlanos,IbaiLlanos,236,1424,17890,"Guardiola puto calvohttps://twitter.com/IbaiLlanos/status/1232744926313615360 …",,,,1232783117062156289,https://twitter.com/IbaiLlanos/status/1232783117062156289
2020-02-26 19:59:20,IbaiLlanos,,114,75,913,"Reacción en directo del MADRID - CITY ENTREN SE VIENEN LLOROS http://twitch.tv/ibai pic.twitter.com/ZTJ0NqkPs0",,,,1232757056513376264,https://twitter.com/IbaiLlanos/status/1232757056513376264
2020-02-26 19:11:08,IbaiLlanos,,398,2062,25574,"Como el Real Madrid no gane esta noche mañana hago un streaming de 24 horas realmente no sé por qué estoy poniendo esto pero ya esta puesto así que a tomar por culo",,,,1232744926313615360,https://twitter.com/IbaiLlanos/status/1232744926313615360
2020-02-26 19:04:54,IbaiLlanos,peesege,1,0,2,"No pudo completar el último entreno está tocado al parecer",,,,1232743356104617984,https://twitter.com/IbaiLlanos/status/1232743356104617984
2020-02-26 17:44:00,IbaiLlanos,,129,433,7189,"Tenía pensado verlo solo porque voy a estar muy tenso pero a cuántos os gustaría que reaccionase en directo en stream al Madrid-City de esta noche? Si de verdad queréis esta mierda lo hago pero quizá me vuelvo loco",,,,1232723000748912642,https://twitter.com/IbaiLlanos/status/1232723000748912642
2020-02-26 17:08:24,IbaiLlanos,HaterOmg,2,3,127,"LOL",,,,1232714040268468224,https://twitter.com/IbaiLlanos/status/1232714040268468224
2020-02-26 14:11:03,IbaiLlanos,09unnamed,4,2,64,"Pero Zawaru eran 23 años no???",,,,1232669410143416321,https://twitter.com/IbaiLlanos/status/1232669410143416321
2020-02-26 12:11:48,IbaiLlanos,prankmydog,5,109,2489,"pero helsinki que te pasa",,,,1232639398249947136,https://twitter.com/IbaiLlanos/status/1232639398249947136
2020-02-26 02:09:55,IbaiLlanos,LMDShow,28,65,1761,"Cuándo stream juntos",,,,1232487930616111104,https://twitter.com/IbaiLlanos/status/1232487930616111104
2020-02-25 23:09:49,IbaiLlanos,Pau_Slayer,1,0,42,"Qué tuit le tengo muteado",,,,1232442605490733056,https://twitter.com/IbaiLlanos/status/1232442605490733056
2020-02-25 22:58:17,IbaiLlanos,mikoyangure,2,3,180,"Abrazo fuerte campeón ten cuidado con el coronavirus campeón",,,,1232439701077819393,https://twitter.com/IbaiLlanos/status/1232439701077819393
2020-02-25 22:57:33,IbaiLlanos,danielrandiz,0,7,552,"Buen perro, se parece al cerdo de su dueño.",,,,1232439519116292098,https://twitter.com/IbaiLlanos/status/1232439519116292098
2020-02-25 22:56:17,IbaiLlanos,mikoyangure,3,24,794,"Por aclarar: -No soy calvo -No soy hijo de ninguna puta Abrazos lobo, a ver si tenemos un poco más de empatía calvo hijo de puta",,,,1232439198168145920,https://twitter.com/IbaiLlanos/status/1232439198168145920
2020-02-25 22:53:52,IbaiLlanos,mikoyangure,3,6,90,"este comentario esta completamente fuera de lugar, a ver si muestras un poquito de empatia y respeto, calvo hijo de las mil putas.",,,,1232438592749760512,https://twitter.com/IbaiLlanos/status/1232438592749760512
2020-02-25 22:52:12,IbaiLlanos,eldiarioes,59,6224,35586,"El chaval de forocoches acaba de activar su plan, suerte en esta aventura amigo, estamos contigohttps://twitter.com/eldiarioes/status/1232426730268303362 …",,,,1232438171452895232,https://twitter.com/IbaiLlanos/status/1232438171452895232
2020-02-25 22:13:51,IbaiLlanos,LaVanguardia,146,2763,15680,"Para todos los que teníais dudas sobre el tema: la cocaína no para al coronavirus. Nadie lo hubiera imaginado pero es lo que hay.https://twitter.com/LaVanguardia/status/1232338382434553858 …",,,,1232428519038341122,https://twitter.com/IbaiLlanos/status/1232428519038341122
2020-02-25 20:58:45,IbaiLlanos,,33,82,2220,"Empezamos el programa con este desgraciado que utiliza así las camisetas de fútbol. Esto va a ser mejor que el Nápoles-Barça https://ubeat.tv/v/walls-en-hoy-no-se-sale …pic.twitter.com/rNBOgOGM3I",,,,1232409621563879424,https://twitter.com/IbaiLlanos/status/1232409621563879424
2020-02-25 20:56:22,IbaiLlanos,Dr_Fleibur,0,4,109,"Estoy llorando",,,,1232409022441164800,https://twitter.com/IbaiLlanos/status/1232409022441164800
2020-02-25 18:09:03,IbaiLlanos,kapo013,4,7,326,"Se va a ir de aquí al final",,,,1232366916993536000,https://twitter.com/IbaiLlanos/status/1232366916993536000
2020-02-25 17:24:02,IbaiLlanos,coronarnas,2,8,820,"Hey dirección",,,,1232355584286089216,https://twitter.com/IbaiLlanos/status/1232355584286089216
2020-02-25 15:28:14,IbaiLlanos,,82,1930,22742,"pic.twitter.com/sQmQSXcfVt",,,,1232326445562761216,https://twitter.com/IbaiLlanos/status/1232326445562761216
2020-02-25 14:09:59,IbaiLlanos,inpattwetrust,60,9773,48115,"Me estoy descojonando quiero conocer a este chaval en personahttps://twitter.com/inpattwetrust/status/1231995108612018184 …",,,,1232306751011270657,https://twitter.com/IbaiLlanos/status/1232306751011270657
2020-02-25 13:42:55,IbaiLlanos,Trstmeimadogtor,0,1,31,"También",,,,1232299940464021511,https://twitter.com/IbaiLlanos/status/1232299940464021511
2020-02-25 12:42:18,IbaiLlanos,JoseOrtegaWayne,2,8,479,"Sois increíbles",,,,1232284687550251009,https://twitter.com/IbaiLlanos/status/1232284687550251009
2020-02-25 10:40:18,IbaiLlanos,CDBILBAOBASKET,13,7,67,"Es broma no",,,,1232253985194680320,https://twitter.com/IbaiLlanos/status/1232253985194680320
2020-02-25 10:39:09,IbaiLlanos,AventajadoEl,0,10,545,"Con el coronavirus es peligroso ir al gym",,,,1232253695271866373,https://twitter.com/IbaiLlanos/status/1232253695271866373
2020-02-25 10:36:59,IbaiLlanos,,81,1246,11539,"Utilizar la posible tercera guerra mundial para no estudiar porque nos íbamos a morir me parecía feo pero que alguno lo haga con el coronavirus me parece más feo todavía. Pedazo de cabrones que no nos vamos a morir, al menos por ahora, es que os vale todo como excusa desgraciados",,,,1232253148431028225,https://twitter.com/IbaiLlanos/status/1232253148431028225
2020-02-25 01:18:18,IbaiLlanos,Rubiu5,27,83,4274,"Quieres confiar por favor",,,,1232112551435145216,https://twitter.com/IbaiLlanos/status/1232112551435145216
2020-02-25 00:18:32,IbaiLlanos,,71,2136,16219,"Buenas noches a todos descansad amigospic.twitter.com/COsXAoUiiH",,,,1232097512154128384,https://twitter.com/IbaiLlanos/status/1232097512154128384
2020-02-24 23:27:00,IbaiLlanos,MateoxD1005,5,0,51,"ni idea, no lo cobro hasta el 15 de marzo (o de abril) diría",,,,1232084540279197696,https://twitter.com/IbaiLlanos/status/1232084540279197696
2020-02-24 23:22:18,IbaiLlanos,Pabliit03,14,1,206,"Es más de 6.000 (dólares)",,,,1232083360685666304,https://twitter.com/IbaiLlanos/status/1232083360685666304
2020-02-24 23:21:08,IbaiLlanos,DjMaRiiO,16,22,1465,"No tengo el carnet de conducir mario",,,,1232083066623057922,https://twitter.com/IbaiLlanos/status/1232083066623057922
2020-02-24 23:20:24,IbaiLlanos,franmj14,1,8,381,"Grandes me gusta vuestro estilo",,,,1232082880576266241,https://twitter.com/IbaiLlanos/status/1232082880576266241
2020-02-24 23:19:56,IbaiLlanos,rubiustcat,16,17,145,"LOL",,,,1232082762217279494,https://twitter.com/IbaiLlanos/status/1232082762217279494
2020-02-24 23:16:38,IbaiLlanos,,87,170,5658,"Más de 3.000 subs en Twitch en dos semanas de stream. Esto es una auténtica locura, no tengo palabras para agradeceros todo el apoyo. Me estáis haciendo muy feliz, os quiero mucho cabrones.pic.twitter.com/qct3r6X4tu",,,,1232081933431181315,https://twitter.com/IbaiLlanos/status/1232081933431181315
2020-02-24 22:52:58,IbaiLlanos,DavidRaboLoko,1,2,176,"David calla por favor",,,,1232075977968226304,https://twitter.com/IbaiLlanos/status/1232075977968226304
2020-02-24 22:05:21,IbaiLlanos,,182,2783,11907,"Cuando creáis que sois malos jugando al LoL, ved este vídeo. Vuestra autoestima aumentará un 200%.pic.twitter.com/ZKVio4LrUU",,,,1232063994770477063,https://twitter.com/IbaiLlanos/status/1232063994770477063
2020-02-24 20:52:56,IbaiLlanos,,81,1695,13608,"Acaba de llegar a la grieta del invocadorpic.twitter.com/VMpLwfIIiV",,,,1232045769009586177,https://twitter.com/IbaiLlanos/status/1232045769009586177
2020-02-24 17:37:08,IbaiLlanos,,38,222,2528,"Hemos vuelto. Vuelve la liga de Hierros profesional. Vamos a narrar a los peores jugadores del continente. ENTREN. http://Twitch.tv/ibai pic.twitter.com/3xnEhkl8aW",,,,1231996495475376128,https://twitter.com/IbaiLlanos/status/1231996495475376128
2020-02-24 16:42:16,IbaiLlanos,Felipez360,5,127,1792,"Mi abuelo de 77 años hablando por wasap con mi primo de 13 @DayoScript @LynxReviewerpic.twitter.com/JBqZ6htaiI",,@DayoScript @LynxReviewerpic,,1231982686539042821,https://twitter.com/IbaiLlanos/status/1231982686539042821
2020-02-24 16:40:25,IbaiLlanos,Felipez360,1,1,227,"Es de nuestro server sksnwnwsks",,,,1231982220103036928,https://twitter.com/IbaiLlanos/status/1231982220103036928
2020-02-24 15:11:30,IbaiLlanos,bowiezowee,1,0,22,"alto govir no cite",,,,1231959844577476608,https://twitter.com/IbaiLlanos/status/1231959844577476608
2020-02-24 15:07:26,IbaiLlanos,,216,4583,23471,"Esto es lo que debes hacer con cualquier amigo después de perder muchas partidas a un videojuego. Os ayudará.pic.twitter.com/znMCSnbgxJ",,,,1231958820919836672,https://twitter.com/IbaiLlanos/status/1231958820919836672
2020-02-24 14:53:01,IbaiLlanos,G2BarbeQ,4,7,362,"Wenas q talpic.twitter.com/JpEqPSqUh5",,,,1231955193903886337,https://twitter.com/IbaiLlanos/status/1231955193903886337
2020-02-24 14:45:38,IbaiLlanos,forlanista_,2,0,56,"qué es este vídeo de Axel",,,,1231953336158621697,https://twitter.com/IbaiLlanos/status/1231953336158621697
2020-02-24 12:34:31,IbaiLlanos,Yogurtlado,367,17427,64287,"No le veo ningún tipo de fisuras a este plan, lo leéis un par de veces y os convence a vosotros también.https://twitter.com/Yogurtlado/status/1231883888152023040 …",,,,1231920340240084995,https://twitter.com/IbaiLlanos/status/1231920340240084995
2020-02-24 12:23:03,IbaiLlanos,nachors17,3,7,330,"8.000 subs son como 20.000 euros si que iba borracho si",,,,1231917451950075905,https://twitter.com/IbaiLlanos/status/1231917451950075905
2020-02-24 11:15:50,IbaiLlanos,Sapitofachero,4,5,833,"Te amo",,,,1231900536624029696,https://twitter.com/IbaiLlanos/status/1231900536624029696
2020-02-24 02:47:42,IbaiLlanos,,464,3272,45185,"No puedo parar de añadir -ardo a todo lo que digo por culpa de Coscu. BUENARDO MALARDO EPICARDO HIJO DE PUTARDO Quiero ir a argentina ya hablo como ellos",,,,1231772662722179078,https://twitter.com/IbaiLlanos/status/1231772662722179078
2020-02-23 21:58:45,IbaiLlanos,ivandooblef,12,3,486,"Me estáis vacilando no",,,,1231699945289388037,https://twitter.com/IbaiLlanos/status/1231699945289388037
2020-02-23 21:50:04,IbaiLlanos,,155,1512,21964,"Estoy hasta los cojones de esta casa de mierdapic.twitter.com/ruJMowetHu",,,,1231697758559535106,https://twitter.com/IbaiLlanos/status/1231697758559535106
2020-02-23 21:45:32,IbaiLlanos,elchuchii,3,1,267,"No sé si eran seis o cinco de hecho yo creo que eran siete",,,,1231696619059458056,https://twitter.com/IbaiLlanos/status/1231696619059458056
2020-02-23 21:41:23,IbaiLlanos,AlexChiner,0,2,32,"@paulagonu",,@paulagonu,,1231695574564589580,https://twitter.com/IbaiLlanos/status/1231695574564589580
2020-02-23 20:41:36,IbaiLlanos,Benjamn73104174,590,2864,19836,"En todos estos hilos de cuál es tu sabor favorito de helado siempre pienso que habrá tres o cuatro psicópatas a los que les gustará el de menta, después entro, leo que hay más de 200 a los que les gusta y me da miedo imaginarme la de jodidos zumbados que hay por la callehttps://twitter.com/Benjamn73104174/status/1230612712041963521 …",,,,1231680530799906821,https://twitter.com/IbaiLlanos/status/1231680530799906821
2020-02-23 20:30:03,IbaiLlanos,gorgonapelides,5,15,729,"eres increíble",,,,1231677624403079175,https://twitter.com/IbaiLlanos/status/1231677624403079175
2020-02-23 19:44:27,IbaiLlanos,Adrogomo,12,50,1871,"Estoy en la habitación del fondo y no tengo orejas, yo no escucho el timbre, si alguien viene a tocar lo único que se encontrarán es un con un perro de 82 kilogramos que saldrá a correr detrás de ellos",,,,1231666147088633857,https://twitter.com/IbaiLlanos/status/1231666147088633857
2020-02-23 19:35:44,IbaiLlanos,,89,907,12769,"Seis chavales acampando en la puerta de nuestra casa para sacarse una foto. Y digo chavales pero han venido en coche así que son mayores de edad. Una foto con educación bien pero como vengáis a tocar el timbre a las cuatro de la mañana salgo con un palo y hacemos un combate WWE.",,,,1231663956038647812,https://twitter.com/IbaiLlanos/status/1231663956038647812
2020-02-23 18:02:50,IbaiLlanos,ivandooblef,1,1,212,"El mejor",,,,1231640576174559232,https://twitter.com/IbaiLlanos/status/1231640576174559232
2020-02-23 15:23:52,IbaiLlanos,GranjaDelTioTom,1,4,508,"JAAJSJSJDJDBF",,,,1231600568050823177,https://twitter.com/IbaiLlanos/status/1231600568050823177
2020-02-23 15:22:16,IbaiLlanos,,138,1933,28589,"Ha dicho sípic.twitter.com/6Hv37GdSiX",,,,1231600165984899073,https://twitter.com/IbaiLlanos/status/1231600165984899073
2020-02-23 13:53:26,IbaiLlanos,Felipez360,3,2,190,"Esta semana",,,,1231577809459478534,https://twitter.com/IbaiLlanos/status/1231577809459478534
2020-02-23 12:15:15,IbaiLlanos,putarranca,1,0,152,"Dile que te haga el desayuno",,,,1231553104245673988,https://twitter.com/IbaiLlanos/status/1231553104245673988
2020-02-23 12:14:51,IbaiLlanos,marcvirgili13,0,0,28,"yo no estoy vendiendo nada",,,,1231553002126835713,https://twitter.com/IbaiLlanos/status/1231553002126835713
2020-02-23 12:06:24,IbaiLlanos,danielrandiz,2,12,896,"Teniendo en cuenta que estos pillan el avión para hacer Getafe-Fuenlabrada me hace gracia imaginarme la situación",,,,1231550874595549184,https://twitter.com/IbaiLlanos/status/1231550874595549184
2020-02-23 12:03:35,IbaiLlanos,,48,1329,13684,"Ah, que el Madrid ayer no pudo pillar el avión y volvió a casa en bus. Gana el Barça con cuatro de Messi, pierdes 1-0, se lesiona Hazard dos meses y a casa en autobús jajaja hostia menudo día creo que Zidane llegó a casa se jugó tres futchampions y perdió los tres en los penaltis",,,,1231550166441824256,https://twitter.com/IbaiLlanos/status/1231550166441824256
2020-02-23 11:32:23,IbaiLlanos,erdukisito,3,4,229,"Pido perdón a catalunya",,,,1231542316785074176,https://twitter.com/IbaiLlanos/status/1231542316785074176
2020-02-23 11:22:20,IbaiLlanos,,69,655,10756,"Hazard otros dos meses lesionadopic.twitter.com/tY6tkfIUrF",,,,1231539785698811904,https://twitter.com/IbaiLlanos/status/1231539785698811904
2020-02-23 11:19:08,IbaiLlanos,Whitenesh,1,0,31,"qué tonto eres sjsjsnssjsjdn",,,,1231538979557826560,https://twitter.com/IbaiLlanos/status/1231538979557826560
2020-02-23 11:09:51,IbaiLlanos,2KEspana,5,6,170,"Me podéis dar el Kevin Durant ópalo galaxia lo necesito para un amigo un abrazo",,,,1231536644236414978,https://twitter.com/IbaiLlanos/status/1231536644236414978
2020-02-23 01:28:42,IbaiLlanos,,101,2806,17142,"En nuestra nueva casa tenemos una pared con frases motivadoras para empezar bien el día.pic.twitter.com/mt5Igr7yKj",,,,1231390394446962688,https://twitter.com/IbaiLlanos/status/1231390394446962688
2020-02-22 22:19:37,IbaiLlanos,CAMPESlNO,14,7,618,"estoy hundido Luis sinceramente no es momento de bromas",,,,1231342809057243136,https://twitter.com/IbaiLlanos/status/1231342809057243136
2020-02-22 22:04:23,IbaiLlanos,,108,2126,11978,"Se ha quedado una noche perfecta para dormirse a las 23:05 y llorar hasta el lunes",,,,1231338974578343942,https://twitter.com/IbaiLlanos/status/1231338974578343942
2020-02-22 21:37:22,IbaiLlanos,,136,763,9727,"El Barça con su mejor jugador tirando mierda por Instagram a un empleado que previamente les había metido mierda a la plantilla y con un presidente que supuestamente contrató a una empresa para insultar a sus jugadores va a ganar la liga? Jajaja me parto los cojones",,,,1231332174114234370,https://twitter.com/IbaiLlanos/status/1231332174114234370
2020-02-22 21:30:14,IbaiLlanos,kokitoATM_,3,6,94,"pero qué tiene que ver que se lesione mucho a que sea peor o mejor que grizz",,,,1231330380592054273,https://twitter.com/IbaiLlanos/status/1231330380592054273
2020-02-22 21:26:33,IbaiLlanos,_jorgisimo,2,2,25,"¡me cago en tu Puta madre",,,,1231329453378359296,https://twitter.com/IbaiLlanos/status/1231329453378359296
2020-02-22 21:24:48,IbaiLlanos,Juancar_1011,7,5,269,"Esta es mi cara en la de Broncano no",,,,1231329015392284672,https://twitter.com/IbaiLlanos/status/1231329015392284672
2020-02-22 19:22:09,IbaiLlanos,Rickyexp,0,39,1381,"Ojalá para la próxima digan “EL GILIPOLLAS DE IBAI NOS ENGAÑA A TODOS”",,,,1231298146657062914,https://twitter.com/IbaiLlanos/status/1231298146657062914
2020-02-22 19:02:13,IbaiLlanos,,147,14705,67890,"Las noticias cada día son de mayor calidadpic.twitter.com/JwbgXRPFBZ",,,,1231293132337270786,https://twitter.com/IbaiLlanos/status/1231293132337270786
2020-02-22 18:44:24,IbaiLlanos,G2esports,0,18,487,"ten cuidado Wunder te estoy vigilando mi Renekton va a por ti",,,,1231288648466915328,https://twitter.com/IbaiLlanos/status/1231288648466915328
2020-02-22 18:43:25,IbaiLlanos,Pukermit,1,8,46,"grande duque",,,,1231288401850228736,https://twitter.com/IbaiLlanos/status/1231288401850228736
2020-02-22 16:15:14,IbaiLlanos,,266,14800,7453,"La gente de G2 os quiere agradecer todo el apoyo con su camiseta oficial Para participar: -RT -Seguid a @G2esports SUERTEpic.twitter.com/ficfo0lJVR",,@G2esports,,1231251110087790592,https://twitter.com/IbaiLlanos/status/1231251110087790592
2020-02-22 15:01:32,IbaiLlanos,,35,294,4176,"Primeros entrenamientos del nuevo equipo de G2 Top: Ibai Jungla: Barbe Mid: Ocelote AD: Reven Supo: Ander Entra y sigue nuestras maravillosas aventuras http://Twitch.tv/ibai pic.twitter.com/uWQE5wIleb",,,,1231232562649059330,https://twitter.com/IbaiLlanos/status/1231232562649059330
2020-02-22 13:15:02,IbaiLlanos,MeroStation,61,1844,22408,"Orgulloso de que sea mi propio hijo quien me sustituye como comentaristahttps://twitter.com/MeroStation/status/1230639372376199168 …",,,,1231205758756368384,https://twitter.com/IbaiLlanos/status/1231205758756368384
2020-02-22 12:13:42,IbaiLlanos,cvillasante,6,4,40,"Vamossss",,,,1231190323658969088,https://twitter.com/IbaiLlanos/status/1231190323658969088
2020-02-22 11:00:14,IbaiLlanos,G2BarbeQ,7,11,590,"Hazme un batido de oreo por favor",,,,1231171835221463040,https://twitter.com/IbaiLlanos/status/1231171835221463040
2020-02-22 10:48:14,IbaiLlanos,PabloLolaso,1,1,166,"Claro tú estarás muerto cabron",,,,1231168814634676234,https://twitter.com/IbaiLlanos/status/1231168814634676234
2020-02-22 10:43:42,IbaiLlanos,BDIbaii,1,0,2,"Hey",,,,1231167676271276032,https://twitter.com/IbaiLlanos/status/1231167676271276032
2020-02-22 10:42:45,IbaiLlanos,FVaIors,7,3,72,"2-1 y en el 93 Ramos subiendo a la desesperada a por el empate",,,,1231167435975294983,https://twitter.com/IbaiLlanos/status/1231167435975294983
